latitude_intervention,longitude_intervention,latitude_permanence,longitude_permanence,vector_type
50.89416,4.36922,50.906541477,4.3885618595,Ambulance
50.84927,4.35336,50.85097,4.36411,Ambulance
50.91129,4.30014,50.89087,4.30867,Ambulance
50.78109,4.33901,50.78344,4.35633,Ambulance
50.78109,4.33901,50.80469,4.36764,MUG
50.82106,4.32591,50.815980418,4.3415237283,Ambulance
50.84219,4.36546,50.85097,4.36411,Ambulance
50.87078,4.36867,50.85946,4.35181,Ambulance
50.87244,4.29515,50.89087,4.30867,Ambulance
50.87244,4.29515,50.8523,4.35988,MUG
50.82772,4.40525,50.81887,4.40311,Ambulance
50.86379,4.31271,50.88492,4.3089,PIT
50.8359,4.34773,50.85211,4.4604,Ambulance
50.8579,4.32493,50.83254,4.31199,Ambulance
50.8579,4.32493,50.83571,4.34793,MUG
50.87503,4.30878,50.85946,4.35181,Ambulance
50.83914,4.32984,50.83254,4.31199,Ambulance
50.8522,4.3578,50.85097,4.36411,Ambulance
50.8522,4.3578,50.86937,4.38646,MUG
50.83275,4.3866,50.82573,4.37919,PIT
50.83275,4.3866,50.81784,4.40222,MUG
50.84158,4.4212,50.84226,4.39925,Ambulance
50.80594,4.38679,50.83758,4.34915,PIT
50.84736,4.34863,50.8343302,4.3454504,Ambulance
50.84736,4.34863,50.80469,4.36764,MUG
50.85341,4.30261,50.83254,4.31199,Ambulance
50.86994,4.37569,50.86948,4.38649,Ambulance
50.84106,4.4236,50.84226,4.39925,Ambulance
50.83552,4.40685,50.81887,4.40311,Ambulance
50.85714,4.43031,50.81887,4.40311,Ambulance
50.84857,4.46274,50.85211,4.4604,Ambulance
50.84742,4.34919,50.85097,4.36411,Ambulance
50.8573,4.35071,50.85946,4.35181,Ambulance
50.85494,4.37303,50.85946,4.35181,Ambulance
50.82165,4.36661,50.8047,4.36763,Ambulance
50.86307,4.28853,50.89087,4.30867,Ambulance
50.86307,4.28853,50.88492,4.3089,MUG
50.82994,4.31403,50.83254,4.31199,Ambulance
50.80375,4.33065,50.815980418,4.3415237283,Ambulance
50.85094,4.35229,50.85097,4.36411,Ambulance
50.82393,4.30928,50.83254,4.31199,Ambulance
50.86678,4.30568,50.85946,4.35181,Ambulance
50.79518,4.36273,50.78344,4.35633,Ambulance
50.85913,4.37178,50.85097,4.36411,Ambulance
50.86067,4.33996,50.85946,4.35181,Ambulance
50.80498,4.28476,50.83758,4.34915,PIT
50.83212,4.34483,50.8343302,4.3454504,Ambulance
50.85537,4.35056,50.85946,4.35181,Ambulance
50.8361,4.3985,50.82573,4.37919,PIT
50.8361,4.3985,50.84226,4.39925,Ambulance
50.8361,4.3985,50.81784,4.40222,MUG
50.81864,4.33525,50.8343302,4.3454504,Ambulance
50.87503,4.30878,50.89087,4.30867,Ambulance
50.89957,4.38518,50.906541477,4.3885618595,Ambulance
50.81537,4.26552,50.83254,4.31199,Ambulance
50.80369,4.3155,50.815980418,4.3415237283,Ambulance
50.88865,4.33867,50.85946,4.35181,Ambulance
50.83198,4.3448,50.8343302,4.3454504,Ambulance
50.85075,4.37409,50.85097,4.36411,Ambulance
50.82162,4.34162,50.8343302,4.3454504,Ambulance
50.86273,4.29659,50.85946,4.35181,Ambulance
50.84827,4.39639,50.88492,4.3089,PIT
50.88029,4.32669,50.89087,4.30867,Ambulance
50.80695,4.34358,50.8343302,4.3454504,Ambulance
50.84599,4.34844,50.8343302,4.3454504,Ambulance
50.84599,4.34844,50.85097,4.36411,Ambulance
50.85818,4.39832,50.86948,4.38649,Ambulance
50.81227,4.35719,50.81887,4.40311,Ambulance
50.85766,4.37608,50.85097,4.36411,Ambulance
50.81338,4.33315,50.815980418,4.3415237283,Ambulance
50.82752,4.28234,50.83254,4.31199,Ambulance
50.847,4.33306,50.85946,4.35181,Ambulance
50.847,4.33306,50.83571,4.34793,MUG
50.85549,4.32998,50.85946,4.35181,Ambulance
50.82465,4.3997,50.81887,4.40311,Ambulance
50.83561,4.29928,50.83254,4.31199,Ambulance
50.85789,4.31066,50.85946,4.35181,Ambulance
50.86013,4.35995,50.85946,4.35181,Ambulance
50.8772,4.37828,50.86948,4.38649,Ambulance
50.8772,4.37828,50.86937,4.38646,MUG
50.86836,4.38206,50.86948,4.38649,Ambulance
50.85022,4.39327,50.84226,4.39925,Ambulance
50.83581,4.33804,50.8343302,4.3454504,Ambulance
50.83385,4.33018,50.83254,4.31199,Ambulance
50.87678,4.33102,50.85946,4.35181,Ambulance
50.87498,4.40786,50.85211,4.4604,Ambulance
50.84562,4.38751,50.85097,4.36411,Ambulance
50.82479,4.27956,50.83254,4.31199,Ambulance
50.82479,4.27956,50.85946,4.35181,Brandziekenwagen
50.82479,4.27956,50.81396,4.25942,MUG
50.83492,4.32504,50.83254,4.31199,Ambulance
50.83911,4.29137,50.83254,4.31199,Ambulance
50.83128,4.36178,50.8343302,4.3454504,Ambulance
50.88627,4.33416,50.89087,4.30867,Ambulance
50.88627,4.33416,50.88492,4.3089,MUG
50.84648,4.34943,50.85097,4.36411,Ambulance
50.84586,4.35729,50.8343302,4.3454504,Ambulance
50.84678,4.34925,50.8343302,4.3454504,Ambulance
50.84978,4.37263,50.85946,4.35181,Ambulance
50.8767,4.30163,50.88492,4.3089,PIT
50.8767,4.30163,50.88492,4.3089,MUG
50.82241,4.35568,50.815980418,4.3415237283,Ambulance
50.85944,4.30865,50.85946,4.35181,Ambulance
50.82797,4.41332,50.81887,4.40311,Ambulance
50.84088,4.33966,50.8343302,4.3454504,Ambulance
50.84488,4.31728,50.83254,4.31199,Ambulance
50.84488,4.31728,50.83571,4.34793,MUG
50.92135,4.3403,50.906541477,4.3885618595,Ambulance
50.85292,4.26593,50.83254,4.31199,Ambulance
50.87893,4.34656,50.85946,4.35181,Ambulance
50.78352,4.31969,50.78344,4.35633,Ambulance
50.83226,4.36377,50.83758,4.34915,PIT
50.85409,4.40131,50.86937,4.38646,MUG
50.85409,4.40131,50.84226,4.39925,Ambulance
50.85402,4.34509,50.85946,4.35181,Ambulance
50.85402,4.34509,50.8523,4.35988,MUG
50.86704,4.3761,50.86948,4.38649,Ambulance
50.91273,4.34355,50.906541477,4.3885618595,Ambulance
50.83026,4.3394,50.80469,4.36764,MUG
50.83026,4.3394,50.8343302,4.3454504,Ambulance
50.83969,4.33564,50.8343302,4.3454504,Ambulance
50.8704,4.39075,50.86948,4.38649,Ambulance
50.84782,4.35181,50.85097,4.36411,Ambulance
50.89126,4.38403,50.86948,4.38649,Ambulance
50.89126,4.38403,50.88492,4.3089,PIT
50.83148,4.322,50.83254,4.31199,Ambulance
50.83856,4.33248,50.8343302,4.3454504,Ambulance
50.83885,4.38207,50.84226,4.39925,Ambulance
50.81641,4.36876,50.8047,4.36763,Ambulance
50.8517,4.34639,50.85946,4.35181,Ambulance
50.83936,4.32994,50.83254,4.31199,Ambulance
50.83936,4.32994,50.83571,4.34793,MUG
50.78872,4.29795,50.83254,4.31199,Ambulance
50.90012,4.31232,50.89087,4.30867,Ambulance
50.82263,4.33159,50.815980418,4.3415237283,Ambulance
50.85036,4.38631,50.86948,4.38649,Ambulance
50.84588,4.357,50.85097,4.36411,Ambulance
50.81517,4.36909,50.81887,4.40311,Ambulance
50.83716,4.3434,50.8343302,4.3454504,Ambulance
50.80353,4.34229,50.78344,4.35633,Ambulance
50.84808,4.34762,50.85946,4.35181,Ambulance
50.83548,4.34457,50.8343302,4.3454504,Ambulance
50.8298,4.35919,50.8343302,4.3454504,Ambulance
50.81012,4.42752,50.81887,4.40311,Ambulance
50.80699,4.37141,50.815980418,4.3415237283,Ambulance
50.84808,4.34762,50.85097,4.36411,Ambulance
50.84574,4.35313,50.8343302,4.3454504,Ambulance
50.84255,4.34351,50.8343302,4.3454504,Ambulance
50.85619,4.35873,50.85946,4.35181,Ambulance
50.87653,4.33909,50.85946,4.35181,Ambulance
50.83061,4.3608,50.8343302,4.3454504,Ambulance
50.85891,4.36184,50.85946,4.35181,Ambulance
50.85026,4.31783,50.83254,4.31199,Ambulance
50.84957,4.32933,50.83254,4.31199,Ambulance
50.82598,4.3467,50.83571,4.34793,MUG
50.82598,4.3467,50.8343302,4.3454504,Ambulance
50.8689,4.28932,50.89087,4.30867,Ambulance
50.87714,4.38077,50.86948,4.38649,Ambulance
50.81951,4.37802,50.8047,4.36763,Ambulance
50.8638,4.33883,50.85946,4.35181,Ambulance
50.83363,4.35048,50.8343302,4.3454504,Ambulance
50.83152,4.37567,50.81887,4.40311,Ambulance
50.81022,4.43263,50.81887,4.40311,Ambulance
50.82708,4.35269,50.8343302,4.3454504,Ambulance
50.84835,4.30986,50.83254,4.31199,Ambulance
50.84835,4.30986,50.83571,4.34793,MUG
50.85577,4.37784,50.85097,4.36411,Ambulance
50.84927,4.34185,50.85946,4.35181,Ambulance
50.85578,4.35722,50.85097,4.36411,Ambulance
50.80389,4.37005,50.8047,4.36763,Ambulance
50.81886,4.35325,50.815980418,4.3415237283,Ambulance
50.85267,4.39939,50.86948,4.38649,Ambulance
50.85694,4.39012,50.86937,4.38646,MUG
50.87308,4.33525,50.88492,4.3089,MUG
50.87308,4.33525,50.85946,4.35181,Ambulance
50.81373,4.33898,50.8343302,4.3454504,Ambulance
50.78394,4.32781,50.78344,4.35633,Ambulance
50.87773,4.30336,50.89087,4.30867,Ambulance
50.84392,4.45888,50.85211,4.4604,Ambulance
50.8386,4.40106,50.81887,4.40311,Ambulance
50.86682,4.27707,50.89087,4.30867,Ambulance
50.86228,4.32826,50.85946,4.35181,Ambulance
50.8128,4.39163,50.81887,4.40311,Ambulance
50.84564,4.45084,50.85211,4.4604,Ambulance
50.84564,4.45084,50.85332,4.45325,MUG
50.85987,4.33323,50.85946,4.35181,Ambulance
50.85987,4.33323,50.8523,4.35988,MUG
50.81469,4.34867,50.85946,4.35181,Brandziekenwagen
50.81469,4.34867,50.80469,4.36764,MUG
50.81469,4.34867,50.815980418,4.3415237283,Ambulance
50.83677,4.3657,50.85097,4.36411,Ambulance
50.82199,4.3585,50.8047,4.36763,Ambulance
50.83833,4.36194,50.85097,4.36411,Ambulance
50.84643,4.34334,50.83758,4.34915,PIT
50.799,4.31455,50.815980418,4.3415237283,Ambulance
50.88272,4.34628,50.85946,4.35181,Ambulance
50.88272,4.34628,50.88492,4.3089,MUG
50.89661,4.32272,50.89087,4.30867,Ambulance
50.89661,4.32272,50.88492,4.3089,PIT
50.85417,4.31603,50.85946,4.35181,Ambulance
50.89586,4.39076,50.906541477,4.3885618595,Ambulance
50.85892,4.35334,50.85946,4.35181,Ambulance
50.80592,4.28142,50.83254,4.31199,Ambulance
50.83274,4.35237,50.8343302,4.3454504,Ambulance
50.83559,4.35383,50.8343302,4.3454504,Ambulance
50.85044,4.45722,50.83254,4.31199,Ambulance
50.8942,4.41971,50.86948,4.38649,Ambulance
50.8942,4.41971,50.86937,4.38646,MUG
50.8511,4.30715,50.83254,4.31199,Ambulance
50.84682,4.35097,50.85097,4.36411,Ambulance
50.80094,4.35297,50.815980418,4.3415237283,Ambulance
50.89892,4.33789,50.89087,4.30867,Ambulance
50.81076,4.37605,50.82573,4.37919,PIT
50.86679,4.30634,50.8523,4.35988,MUG
50.83735,4.36286,50.85097,4.36411,Ambulance
50.83566,4.28097,50.83254,4.31199,Ambulance
50.86533,4.39258,50.83758,4.34915,PIT
50.82802,4.46198,50.85211,4.4604,Ambulance
50.82802,4.46198,50.85332,4.45325,MUG
50.86173,4.36453,50.85946,4.35181,Ambulance
50.80818,4.3123,50.815980418,4.3415237283,Ambulance
50.75922,4.38467,50.78344,4.35633,Ambulance
50.84157,4.42094,50.84226,4.39925,Ambulance
50.89589,4.42189,50.906541477,4.3885618595,MUG
50.89589,4.42189,50.906541477,4.3885618595,Ambulance
50.85361,4.31577,50.83254,4.31199,Ambulance
50.79123,4.29774,50.83254,4.31199,Ambulance
50.83356,4.35773,50.8343302,4.3454504,Ambulance
50.8179,4.33982,50.8343302,4.3454504,Ambulance
50.8621,4.36091,50.85946,4.35181,Ambulance
50.85046,4.37631,50.85097,4.36411,Ambulance
50.85046,4.37631,50.8523,4.35988,MUG
50.89401,4.31606,50.89087,4.30867,Ambulance
50.78521,4.37823,50.815980418,4.3415237283,Ambulance
50.85672,4.36259,50.85097,4.36411,Ambulance
50.89224,4.24586,50.89087,4.30867,Ambulance
50.86894,4.31582,50.85946,4.35181,Ambulance
50.84134,4.28733,50.83254,4.31199,Ambulance
50.8033,4.39741,50.81887,4.40311,Ambulance
50.87092,4.38546,50.86937,4.38646,MUG
50.8103,4.3723,50.81887,4.40311,Ambulance
50.8352,4.45742,50.85211,4.4604,Ambulance
50.82806,4.37294,50.815980418,4.3415237283,Ambulance
50.82284,4.34397,50.83758,4.34915,PIT
50.82241,4.35568,50.8343302,4.3454504,Ambulance
50.8289,4.30799,50.83254,4.31199,Ambulance
50.8734,4.33802,50.85946,4.35181,Ambulance
50.82542,4.29223,50.906541477,4.3885618595,MUG
50.82542,4.29223,50.83254,4.31199,Ambulance
50.82542,4.29223,50.85946,4.35181,Brandziekenwagen
50.82542,4.29223,50.81396,4.25942,MUG
50.85055,4.32754,50.82573,4.37919,PIT
50.87299,4.32556,50.85946,4.35181,Ambulance
50.82036,4.41424,50.81887,4.40311,Ambulance
50.84645,4.35597,50.85097,4.36411,Ambulance
50.84623,4.4617,50.85211,4.4604,Ambulance
50.86221,4.40438,50.86948,4.38649,Ambulance
50.85888,4.34571,50.85946,4.35181,Ambulance
50.85898,4.36988,50.85097,4.36411,Ambulance
50.82438,4.36842,50.8047,4.36763,Ambulance
50.882,4.33738,50.89087,4.30867,Ambulance
50.85965,4.33497,50.83758,4.34915,PIT
50.82427,4.36213,50.8343302,4.3454504,Ambulance
50.85953,4.29343,50.85946,4.35181,Ambulance
50.85953,4.29343,50.88492,4.3089,MUG
50.87652,4.32802,50.89087,4.30867,Ambulance
50.83678,4.33109,50.83254,4.31199,Ambulance
50.83226,4.30508,50.83254,4.31199,Ambulance
50.83251,4.30778,50.83254,4.31199,Ambulance
50.86168,4.37812,50.86948,4.38649,Ambulance
50.85412,4.33818,50.85946,4.35181,Ambulance
50.86343,4.366,50.85946,4.35181,Ambulance
50.85697,4.36325,50.85946,4.35181,Ambulance
50.82805,4.42885,50.81887,4.40311,Ambulance
50.8359,4.34773,50.8343302,4.3454504,Ambulance
50.82775,4.43192,50.81887,4.40311,Ambulance
50.82775,4.43192,50.81784,4.40222,MUG
50.83567,4.29578,50.83254,4.31199,Ambulance
50.81222,4.34054,50.815980418,4.3415237283,Ambulance
50.90057,4.39769,50.906541477,4.3885618595,Ambulance
50.80854,4.40321,50.81887,4.40311,Ambulance
50.80854,4.40321,50.80469,4.36764,MUG
50.8283,4.33546,50.8343302,4.3454504,Ambulance
50.84475,4.38097,50.8523,4.35988,MUG
50.84475,4.38097,50.84226,4.39925,Ambulance
50.87044,4.32286,50.85946,4.35181,Ambulance
50.87116,4.3441,50.85946,4.35181,Ambulance
50.82472,4.39366,50.81887,4.40311,Ambulance
50.82824,4.3497,50.8343302,4.3454504,Ambulance
50.8366,4.28612,50.83254,4.31199,Ambulance
50.82515,4.38838,50.82573,4.37919,PIT
50.85425,4.38046,50.85097,4.36411,Ambulance
50.91265,4.30223,50.89087,4.30867,Ambulance
50.87178,4.40167,50.83758,4.34915,PIT
50.88997,4.31407,50.88492,4.3089,PIT
50.81401,4.36767,50.8047,4.36763,Ambulance
50.81401,4.36767,50.80469,4.36764,MUG
50.84042,4.32669,50.83254,4.31199,Ambulance
50.85565,4.34595,50.85946,4.35181,Ambulance
50.86605,4.33561,50.85946,4.35181,Ambulance
50.86605,4.33561,50.8523,4.35988,MUG
50.83874,4.31229,50.83254,4.31199,Ambulance
50.85138,4.31173,50.83254,4.31199,Ambulance
50.85138,4.31173,50.83571,4.34793,MUG
50.82802,4.42404,50.82573,4.37919,PIT
50.82613,4.33582,50.8343302,4.3454504,Ambulance
50.8384,4.32862,50.83254,4.31199,Ambulance
50.8536,4.43497,50.85211,4.4604,Ambulance
50.81998,4.36631,50.815980418,4.3415237283,Ambulance
50.86864,4.37602,50.86948,4.38649,Ambulance
50.83915,4.37383,50.83571,4.34793,MUG
50.85574,4.36031,50.85097,4.36411,Ambulance
50.85563,4.36277,50.85946,4.35181,Ambulance
50.88954,4.31677,50.89087,4.30867,Ambulance
50.8399,4.36926,50.8343302,4.3454504,Ambulance
50.85836,4.36838,50.85946,4.35181,Ambulance
50.82347,4.34299,50.8343302,4.3454504,Ambulance
50.82347,4.34299,50.83571,4.34793,MUG
50.81516,4.42621,50.81887,4.40311,Ambulance
50.80206,4.35392,50.83758,4.34915,PIT
50.84028,4.34018,50.8343302,4.3454504,Ambulance
50.8255,4.34772,50.815980418,4.3415237283,Ambulance
50.8255,4.34772,50.8523,4.35988,MUG
50.8344,4.38945,50.81887,4.40311,Ambulance
50.85254,4.34972,50.85946,4.35181,Ambulance
50.86304,4.3082,50.85946,4.35181,Ambulance
50.85806,4.35396,50.85946,4.35181,Ambulance
50.81672,4.29198,50.83254,4.31199,Ambulance
50.81672,4.29198,50.80469,4.36764,MUG
50.83098,4.39581,50.81887,4.40311,Ambulance
50.83098,4.39581,50.81784,4.40222,MUG
50.85398,4.33689,50.85946,4.35181,Ambulance
50.83782,4.34739,50.8343302,4.3454504,Ambulance
50.78461,4.38289,50.8047,4.36763,Ambulance
50.83006,4.30661,50.83254,4.31199,Ambulance
50.83006,4.30661,50.81396,4.25942,MUG
50.88329,4.34711,50.85946,4.35181,Ambulance
50.84067,4.3014,50.83254,4.31199,Ambulance
50.85859,4.36002,50.85946,4.35181,Ambulance
50.83559,4.38925,50.84226,4.39925,Ambulance
50.88031,4.34939,50.86937,4.38646,MUG
50.85471,4.42043,50.85211,4.4604,Ambulance
50.80823,4.38999,50.82573,4.37919,PIT
50.87112,4.37914,50.86948,4.38649,Ambulance
50.87423,4.3819,50.86948,4.38649,Ambulance
50.868,4.39909,50.86948,4.38649,Ambulance
50.84229,4.36709,50.85097,4.36411,Ambulance
50.82041,4.42255,50.80469,4.36764,MUG
50.82041,4.42255,50.85946,4.35181,Brandziekenwagen
50.86091,4.3759,50.85097,4.36411,Ambulance
50.86091,4.3759,50.8523,4.35988,MUG
50.80169,4.4106,50.81887,4.40311,Ambulance
50.86834,4.37411,50.83758,4.34915,PIT
50.87588,4.33683,50.85946,4.35181,Ambulance
50.88005,4.40258,50.86948,4.38649,Ambulance
50.84917,4.37104,50.85097,4.36411,Ambulance
50.8433,4.4003,50.86937,4.38646,MUG
50.8433,4.4003,50.84226,4.39925,Ambulance
50.83346,4.30852,50.83254,4.31199,Ambulance
50.8247,4.34237,50.815980418,4.3415237283,Ambulance
50.81789,4.34728,50.83758,4.34915,PIT
50.85492,4.38217,50.86948,4.38649,Ambulance
50.89388,4.32172,50.89087,4.30867,Ambulance
50.85277,4.39623,50.86948,4.38649,Ambulance
50.872,4.32609,50.85946,4.35181,Ambulance
50.85763,4.31392,50.85946,4.35181,Ambulance
50.85763,4.31392,50.88492,4.3089,MUG
50.84647,4.35056,50.83571,4.34793,MUG
50.84647,4.35056,50.8343302,4.3454504,Ambulance
50.84536,4.34729,50.8343302,4.3454504,Ambulance
50.84814,4.35398,50.85946,4.35181,Ambulance
50.84262,4.45717,50.85211,4.4604,Ambulance
50.84247,4.4065,50.84226,4.39925,Ambulance
50.87107,4.39643,50.86948,4.38649,Ambulance
50.86246,4.32911,50.85097,4.36411,Ambulance
50.85059,4.34945,50.85946,4.35181,Ambulance
50.83779,4.362,50.85097,4.36411,Ambulance
50.81984,4.3415,50.815980418,4.3415237283,Ambulance
50.83441,4.34563,50.8343302,4.3454504,Ambulance
50.833,4.33052,50.83254,4.31199,Ambulance
50.83122,4.34547,50.8343302,4.3454504,Ambulance
50.79249,4.31313,50.8047,4.36763,Ambulance
50.79249,4.31313,50.80469,4.36764,MUG
50.83033,4.3746,50.85097,4.36411,Ambulance
50.84668,4.3419,50.85946,4.35181,Ambulance
50.84668,4.3419,50.83571,4.34793,MUG
50.83703,4.34074,50.8343302,4.3454504,Ambulance
50.81746,4.42126,50.81887,4.40311,Ambulance
50.85943,4.36404,50.85097,4.36411,Ambulance
50.85618,4.29176,50.83254,4.31199,Ambulance
50.85498,4.43113,50.86948,4.38649,Ambulance
50.85498,4.43113,50.85332,4.45325,MUG
50.85467,4.39699,50.86948,4.38649,Ambulance
50.84348,4.40589,50.81887,4.40311,Ambulance
50.81207,4.43419,50.81784,4.40222,MUG
50.81633,4.28294,50.83254,4.31199,Ambulance
50.82794,4.40008,50.80469,4.36764,MUG
50.82794,4.40008,50.85946,4.35181,Brandziekenwagen
50.81706,4.39979,50.8343302,4.3454504,Ambulance
50.89719,4.36034,50.86948,4.38649,Ambulance
50.89787,4.35464,50.86948,4.38649,Ambulance
50.79978,4.41751,50.81887,4.40311,Ambulance
50.90878,4.34877,50.88492,4.3089,PIT
50.8233,4.29533,50.83254,4.31199,Ambulance
50.85326,4.30471,50.81396,4.25942,MUG
50.81792,4.38571,50.81887,4.40311,Ambulance
50.81792,4.38571,50.81784,4.40222,MUG
50.83023,4.30104,50.83254,4.31199,Ambulance
50.89508,4.39171,50.906541477,4.3885618595,Ambulance
50.86484,4.33981,50.85946,4.35181,Ambulance
50.86484,4.33981,50.8523,4.35988,MUG
50.8495,4.37592,50.85097,4.36411,Ambulance
50.81571,4.38969,50.81887,4.40311,Ambulance
50.84947,4.31251,50.83254,4.31199,Ambulance
50.84756,4.31048,50.83254,4.31199,Ambulance
50.8372,4.33349,50.8343302,4.3454504,Ambulance
50.81628,4.37047,50.8047,4.36763,Ambulance
50.80437,4.31372,50.815980418,4.3415237283,Ambulance
50.80437,4.31372,50.80469,4.36764,MUG
50.83657,4.38073,50.85097,4.36411,Ambulance
50.86909,4.36452,50.85946,4.35181,Ambulance
50.86909,4.36452,50.86937,4.38646,MUG
50.86418,4.36426,50.85946,4.35181,Ambulance
50.84628,4.29134,50.83254,4.31199,Ambulance
50.79331,4.41965,50.8047,4.36763,Ambulance
50.83293,4.36806,50.85097,4.36411,Ambulance
50.83312,4.36649,50.8343302,4.3454504,Ambulance
50.80667,4.32844,50.78344,4.35633,Ambulance
50.85804,4.32862,50.85946,4.35181,Ambulance
50.87516,4.306,50.89087,4.30867,Ambulance
50.87725,4.34135,50.85946,4.35181,Ambulance
50.87725,4.34135,50.88492,4.3089,MUG
50.80919,4.33973,50.815980418,4.3415237283,Ambulance
50.88914,4.33466,50.89087,4.30867,Ambulance
50.88914,4.33466,50.88492,4.3089,PIT
50.84447,4.39084,50.85097,4.36411,Ambulance
50.84447,4.39084,50.88492,4.3089,PIT
50.87846,4.36872,50.86948,4.38649,Ambulance
50.8418,4.4135,50.84226,4.39925,Ambulance
50.76617,4.33181,50.78344,4.35633,Ambulance
50.83839,4.46631,50.85332,4.45325,MUG
50.83988,4.30581,50.83254,4.31199,Ambulance
50.84559,4.31059,50.83254,4.31199,Ambulance
50.80021,4.41401,50.81887,4.40311,Ambulance
50.83905,4.34875,50.8343302,4.3454504,Ambulance
50.83905,4.34875,50.83571,4.34793,MUG
50.81008,4.38841,50.8047,4.36763,Ambulance
50.89153,4.31155,50.89087,4.30867,Ambulance
50.82203,4.27449,50.83254,4.31199,Ambulance
50.78837,4.42493,50.81887,4.40311,Ambulance
50.81397,4.35009,50.815980418,4.3415237283,Ambulance
50.83258,4.34445,50.8343302,4.3454504,Ambulance
50.86193,4.37924,50.86948,4.38649,Ambulance
50.86067,4.32985,50.85946,4.35181,Ambulance
50.83878,4.345,50.8523,4.35988,MUG
50.83878,4.345,50.8343302,4.3454504,Ambulance
50.83696,4.36463,50.85097,4.36411,Ambulance
50.9082,4.39176,50.85097,4.36411,Ambulance
50.9082,4.39176,50.86937,4.38646,MUG
50.9082,4.39176,50.906541477,4.3885618595,Ambulance
50.80742,4.43161,50.81887,4.40311,Ambulance
50.80742,4.43161,50.8258313,4.378717,MUG
50.87168,4.28913,50.89087,4.30867,Ambulance
50.87852,4.41304,50.82573,4.37919,PIT
50.90209,4.36321,50.86948,4.38649,Ambulance
50.83032,4.34776,50.8343302,4.3454504,Ambulance
50.89064,4.31532,50.89087,4.30867,Ambulance
50.81669,4.34645,50.815980418,4.3415237283,Ambulance
50.8369,4.29433,50.83254,4.31199,Ambulance
50.77969,4.37422,50.78344,4.35633,Ambulance
50.83202,4.35501,50.8343302,4.3454504,Ambulance
50.80613,4.39343,50.8047,4.36763,Ambulance
50.87024,4.33152,50.85946,4.35181,Ambulance
50.82634,4.45818,50.81887,4.40311,Ambulance
50.78887,4.36277,50.815980418,4.3415237283,Ambulance
50.82658,4.34323,50.8343302,4.3454504,Ambulance
50.81589,4.28468,50.88492,4.3089,PIT
50.81589,4.28468,50.83758,4.34915,PIT
50.8297,4.37911,50.81887,4.40311,Ambulance
50.80819,4.31722,50.81396,4.25942,MUG
50.80819,4.31722,50.8343302,4.3454504,Ambulance
50.84574,4.43621,50.85211,4.4604,Ambulance
50.81595,4.32663,50.83254,4.31199,Ambulance
50.88958,4.31818,50.89087,4.30867,Ambulance
50.81542,4.38745,50.8343302,4.3454504,Ambulance
50.82254,4.37847,50.85097,4.36411,Ambulance
50.82254,4.37847,50.8258313,4.378717,MUG
50.82068,4.40936,50.86937,4.38646,MUG
50.82068,4.40936,50.84226,4.39925,Ambulance
50.8565,4.41929,50.85332,4.45325,MUG
50.86828,4.3913,50.86948,4.38649,Ambulance
50.83798,4.38072,50.85097,4.36411,Ambulance
50.83669,4.35427,50.83571,4.34793,MUG
50.83408,4.35047,50.85097,4.36411,Ambulance
50.80434,4.33462,50.8047,4.36763,Ambulance
50.85254,4.36289,50.85946,4.35181,Ambulance
50.8244,4.45805,50.82573,4.37919,PIT
50.86413,4.29698,50.85946,4.35181,Ambulance
50.86413,4.29698,50.88492,4.3089,MUG
50.84372,4.30193,50.83254,4.31199,Ambulance
50.84372,4.30193,50.81396,4.25942,MUG
50.86166,4.37085,50.85097,4.36411,Ambulance
50.83875,4.45789,50.85211,4.4604,Ambulance
50.83875,4.45789,50.85332,4.45325,MUG
50.85305,4.36278,50.85097,4.36411,Ambulance
50.84683,4.39661,50.86948,4.38649,Ambulance
50.90873,4.30661,50.89087,4.30867,Ambulance
50.83827,4.40983,50.81887,4.40311,Ambulance
50.8647,4.36654,50.86948,4.38649,Ambulance
50.84536,4.33957,50.83571,4.34793,MUG
50.85598,4.32625,50.85946,4.35181,Ambulance
50.83582,4.35056,50.83254,4.31199,Ambulance
50.85227,4.42151,50.84226,4.39925,Ambulance
50.85227,4.42151,50.85211,4.4604,Ambulance
50.84654,4.38722,50.81887,4.40311,Ambulance
50.9251,4.34078,50.89087,4.30867,Ambulance
50.85489,4.42234,50.84226,4.39925,Ambulance
50.82997,4.3445,50.815980418,4.3415237283,Ambulance
50.84973,4.29812,50.83254,4.31199,Ambulance
50.82929,4.36339,50.8047,4.36763,Ambulance
50.8619,4.42111,50.86948,4.38649,Ambulance
50.8619,4.42111,50.86937,4.38646,MUG
50.83217,4.26599,50.83254,4.31199,Ambulance
50.81756,4.36039,50.80469,4.36764,MUG
50.81756,4.36039,50.85946,4.35181,Brandziekenwagen
50.81756,4.36039,50.83254,4.31199,Ambulance
50.84668,4.29693,50.83254,4.31199,Ambulance
50.84668,4.29693,50.81396,4.25942,MUG
50.89524,4.3755,50.906541477,4.3885618595,MUG
50.89524,4.3755,50.906541477,4.3885618595,Ambulance
50.81961,4.2786,50.83254,4.31199,Ambulance
50.83754,4.34911,50.83571,4.34793,MUG
50.83754,4.34911,50.8343302,4.3454504,Ambulance
50.88577,4.34231,50.89087,4.30867,Ambulance
50.84137,4.3366,50.85946,4.35181,Ambulance
50.86968,4.30302,50.85946,4.35181,Ambulance
