id,type,address,number,postal_code,municipality,province,location,public,available,hours,latitude,longitude
4779.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4780.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4781.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4782.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4783.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4784.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4785.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4786.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4787.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4788.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4789.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4790.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4791.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4792.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4793.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4794.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4795.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4796.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4797.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4798.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4799.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4800.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4801.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4802.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4803.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4804.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4805.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4806.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4807.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4808.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4809.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4810.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4811.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4812.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4813.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4814.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4815.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4816.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4817.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4818.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4819.0,,Rue du Charroi ,20.0,1190.0,Bruxelles,Bruxelles-Brussel,Appareil Mobile,Y,,,,
4838.0,,Avenue Josse Goffin ,180.0,1080.0,Bruxelles,Bruxelles-Brussel,"rez,à côté de l accueil",,,,,
4850.0,,Rue Darwin ,15.0,1190.0,Bruxelles,Bruxelles-Brussel,piscine,,,,,
4852.0,,Rue Edouard Stuckens,45.0,1140.0,Bruxelles,Bruxelles-Brussel,"rez,après la buvette",,,,,
4894.0,,Rue de Neck ,1.0,1080.0,Bruxelles,Bruxelles-Brussel,dans le hall d entrée,,,,50.8644043,4.3290406
4908.0,,Avenue d Auderghem ,20.0,1040.0,Bruxelles,Bruxelles-Brussel,1° étage,,,,50.8408998,4.3847069
4914.0,,Quai des Vennes ,8.0,1000.0,Bruxelles,Bruxelles-Brussel,local infirmerie,,,,,
4915.0,,Rue des Tanneurs ,41.0,1000.0,Bruxelles,Bruxelles-Brussel,hall accueil,,,,,
4916.0,,Rue de Dilbeek ,1.0,1080.0,Bruxelles,Bruxelles-Brussel,local des professeurs,,,,50.8512256,4.3112168
4917.0,,Avenue Marius Renard ,1.0,1070.0,Bruxelles,Bruxelles-Brussel,hall accueil local techniqu,,,,50.825039,4.2792941
4918.0,,Rue Emile Gryson,1.0,1070.0,Bruxelles,Bruxelles-Brussel,hall accueil auditorium,,,,,
4919.0,,Rue Emile Gryson ,1.0,1070.0,Bruxelles,Bruxelles-Brussel,salle de restaurant,,,,,
4920.0,,Rue Emile Gryson ,1.0,1070.0,Bruxelles,Bruxelles-Brussel,hall accueil,,,,,
4921.0,,Rue Emile Gryson ,1.0,1070.0,Bruxelles,Bruxelles-Brussel,local porterie,,,,,
4932.0,,Galerie du Roi,5.0,1000.0,Bruxelles,Bruxelles-Brussel,entrée commun,,,,50.8480582,4.3552475
4933.0,,Kunstlaan ,14.0,1210.0,Brussel,Bruxelles-Brussel,aan receptie op glvl,,,,,
4939.0,,Rue Cantersteen,47.0,1000.0,Bruxelles,Bruxelles-Brussel,entrée personnel,,,,,
4940.0,,Rue Cantersteen ,47.0,1000.0,Bruxelles,Bruxelles-Brussel,entrée principale,,,,,
4941.0,,Rue de l Industrie,1.0,1040.0,Bruxelles,Bruxelles-Brussel,accueil,,,,50.8408209,4.3690893
4942.0,,Rue Willems,1.0,1210.0,Bruxelles,Bruxelles-Brussel,réception,,,,50.8492296,4.3767592
4974.0,,Avenue des Chênes ,125.0,1180.0,Bruxelles,Bruxelles-Brussel,en intérieur entre 2 terrain,,,,,
4977.0,,Avenue Mounier,100.0,1200.0,Bruxelles,Bruxelles-Brussel,accueil,,,,,
4983.0,,Tweekerkenstraat ,107.0,1210.0,Brussel,Bruxelles-Brussel,lokaal scheidsrechter,,,,,
4984.0,,Rue de Liedekerke ,40.0,1210.0,Brussel,Bruxelles-Brussel,materiaalkamer,,,,,
5015.0,,Groenstraat ,50.0,1210.0,Brussel,Bruxelles-Brussel,receptie,,,,,
5016.0,,Louizapoort ,203.0,1050.0,Bruxelles,Bruxelles-Brussel," 5de verd, vergaderruimte",,,,,
5069.0,,Rue Georges De Lombaerdestraat,55.0,1140.0,Brussel,Bruxelles-Brussel,ingang kantine,,,,,
5089.0,,Avenue Louise,12.0,1060.0,Bruxelles,Bruxelles-Brussel,service clientele 3ème étage,,,,,
5090.0,,Chaussée de Waterloo ,699.0,1180.0,Bruxelles,Bruxelles-Brussel,"1er étage stand ""delsey",,,,,
5091.0,,Rue Saint Lambert,1.0,1200.0,Bruxelles,Bruxelles-Brussel,"woluwe shopping,2ème étage servi",,,,50.841953,4.4354329
5092.0,,Rue Neuve ,129.0,1000.0,Bruxelles,Bruxelles-Brussel,"rez de ch, rayon bagage",,,,,
5094.0,,Rue du Beau Site,26.0,1000.0,Bruxelles,Bruxelles-Brussel,couloir à côté des tribunes,,,,50.8294795,4.3635605
5095.0,,Rue Stroobants,48.0,1140.0,Bruxelles,Bruxelles-Brussel,infirmerie,,,,50.8802592,4.4011996
5096.0,,Rue du Sceptre ,1.0,1050.0,Bruxelles,Bruxelles-Brussel,salle de fitness sous l esc,,,,50.8328903,4.3752304
5143.0,,Eversestraat,1.0,1140.0,Brussel,Bruxelles-Brussel,Blok 1 nst lokaal AO28,,,,50.8713603,4.4192061
5144.0,,Eversestraat ,1.0,1140.0,Brussel,Bruxelles-Brussel,Blok 8 sportaccomodaties Inganssas,,,,50.8713603,4.4192061
5145.0,,Rue des Petits Carmes ,20.0,1000.0,Bruxelles,Bruxelles-Brussel,au pied de l escalier,,,,50.8401679,4.3585436
5154.0,,Avenue de la Renaissance,30.0,1000.0,Brussel,Bruxelles-Brussel,wachtlokaal,,,,50.8440588,4.3877457
5155.0,,Avenue de la Renaissance ,30.0,1000.0,Brussel,Bruxelles-Brussel,zwembad,,,,50.8440588,4.3877457
5206.0,,Square de l atomiumsquare,1.0,1020.0,Brussel,Bruxelles-Brussel,"Centrale Bol,2de verd",,,,,
5207.0,,Square de l atomium,1.0,1020.0,Brussel,Bruxelles-Brussel,"Bovenste Bol,restaurant aan WC",,,,,
5208.0,,Square de l Atomium ,1.0,1020.0,Brussel,Bruxelles-Brussel,"gelijkvloers, ticket desk",,,,,
5209.0,,Rue Montoyer,24.0,1000.0,Brussel,Bruxelles-Brussel,glvl lokaal achter balie,,,,50.8401492,4.3751906
5218.0,,Rue Van Kalck ,93.0,1080.0,Bruxelles,Bruxelles-Brussel, rez de ch de complexe,,,,,
5219.0,,Avenue des Hannetons,50.0,1170.0,Bruxelles,Bruxelles-Brussel,l entrée principale,,,,,
5257.0,,Rue de Fierlant ,17.0,1190.0,Bruxelles,Bruxelles-Brussel,"rez de ch,niveau poste accueil",,,,,
5258.0,,Rue du Curé,9.0,1190.0,Bruxelles,Bruxelles-Brussel,"rez de ch, niveau poste accueil",,,,50.8107243,4.3197303
5293.0,,Boulevard du Régent,37.0,1000.0,Bruxelles,Bruxelles-Brussel,2ème étage,,,,,
5294.0,,Rue des Champs ,71.0,1040.0,Bruxelles,Bruxelles-Brussel,1er étage côté caisse piscine ha,,,,,
5301.0,,Rue Saint-Laurent ,16.0,1000.0,Brussel,Bruxelles-Brussel,"1° verdieping,rechts vestiair",,,,,
5306.0,,Koningsstraat,47.0,1000.0,Brussel,Bruxelles-Brussel,"4° verd,rechts v receptie",,,,,
5307.0,,Rue fossé aux loups ,32.0,1000.0,Brussel,Bruxelles-Brussel, glvl aan trappenhal,,,,,
5311.0,,Auguste Reyerslaan,80.0,1030.0,Bruxelles,Bruxelles-Brussel,"centr inkomhal,links v TV-di",,,,,
5316.0,,Avenue Herman Debroux ,46.0,1160.0,Bruxelles,Bruxelles-Brussel,couloir toilettes,,,,,
5325.0,,Quai des Péniche,70.0,1000.0,Bruxelles,Bruxelles-Brussel, 3° étage entre piscine,,,,,
5327.0,,Waterloosesteenweg ,133.0,1180.0,Brussel,Bruxelles-Brussel,galerie Fort Jaco op -1,,,,,
5328.0,,Sterckxstraat,7.0,1060.0,Brussel,Bruxelles-Brussel,op glvl naast de Post,,,,50.8884719,4.3393671
5333.0,,Avenue de Broqueville ,12.0,1150.0,Bruxelles,Bruxelles-Brussel,local reunion,,,,50.8423981,4.4181709
5350.0,,Olympiadenlaan,2.0,1140.0,Brussel,Bruxelles-Brussel,inkomhal,,,,50.8693821,4.4046716
5387.0,,Rue des Champs,1.0,1040.0,Bruxelles,Bruxelles-Brussel,"rez,près de l ascenseur",,,,50.8305911,4.3936192
5422.0,,rue Guimard ,1.0,1040.0,Bruxelles,Bruxelles-Brussel,couloir près de l imprimante,,,,50.8441147,4.3681966
5427.0,,Drève de Prieuré,19.0,1160.0,Bruxelles,Bruxelles-Brussel,bureau à gauche réception,,,,,
5445.0,,Froissartlaan,95.0,1040.0,Bruxelles,Bruxelles-Brussel,5de étage,,,,,
5447.0,,Wetstraat,51.0,1040.0,Brussel,Bruxelles-Brussel,"glvl, in hal aan opgang van trappen",,,,,
5465.0,,Rue des Tisserands ,24.0,1080.0,Bruxelles,Bruxelles-Brussel,couloir d accès salle de gym,,,,,
5470.0,,Avenue Léopold Wiener,60.0,1170.0,Bruxelles,Bruxelles-Brussel,sas grande salle à droite,,,,50.8041216,4.4098462
5471.0,,Avenue Léopold Wiener ,60.0,1170.0,Bruxelles,Bruxelles-Brussel,"piscine,entrée vestiaires",,,,50.8041216,4.4098462
5473.0,,Avenue Charles Albert ,9.0,1170.0,Bruxelles,Bruxelles-Brussel,"sal de gym,bloc D,sal maté",,,,,
5476.0,,Avenue Jules Bordet,166.0,1140.0,Brussel,Bruxelles-Brussel,4de verdieping,,,,,
5487.0,,Brugmannlaan ,577.0,1180.0,Brussel,Bruxelles-Brussel,"kantoor gerechtsdeurwaarders,glv",,,,,
5490.0,,Avenue Jules Bordet ,168.0,1140.0,Bruxelles,Bruxelles-Brussel,infirmerie,,,,,
5498.0,,Chaussée de Waterloo ,890.0,1000.0,Bruxelles,Bruxelles-Brussel,hall accueil,,,,,
5509.0,,Avenue des Hannetons ,50.0,1170.0,Bruxelles,Bruxelles-Brussel,accueil,,,,,
5535.0,,Rue de la Loi,227.0,1000.0,Brussel,Bruxelles-Brussel,"2de verdieping, kantine",,,,,
5541.0,,Léon Monnoyerkaai ,11.0,1000.0,Brussel,Bruxelles-Brussel,pauzelokaal,,,,50.8827533,4.3784799
5542.0,,Léon Monnoyerkaai ,11.0,1000.0,Brussel,Bruxelles-Brussel,hoofdingang,,,,50.8827533,4.3784799
5545.0,,Avenue de Tervuren,168.0,1150.0,Bruxelles,Bruxelles-Brussel,rez de ch,,,,,
5546.0,,Avenue de Tervuren,188.0,1150.0,Bruxelles,Bruxelles-Brussel,"rez, 1er porte à droit",,,,,
5547.0,,Drève de Prieuré ,25.0,1160.0,Bruxelles,Bruxelles-Brussel,bureau,,,,,
5558.0,,Avenue Léopold Wiener ,60.0,1170.0,Bruxelles,Bruxelles-Brussel,entrée principale des tri,,,,50.8041216,4.4098462
5576.0,,Rue de l Industrie ,31.0,1040.0,Bruxelles,Bruxelles-Brussel,rez de ch - hall d entrée,,,,50.8408209,4.3690893
5577.0,,Boulevard International ,57.0,1070.0,Bruxelles,Bruxelles-Brussel,infirmerie-rez de ch,,,,,
5578.0,,Boulevard International ,57.0,1070.0,Bruxelles,Bruxelles-Brussel,salle de Fitness-3° éta,,,,,
5581.0,,Vooruitgangstraat ,50.0,1210.0,Brussel,Bruxelles-Brussel, onthaal,,,,,
5582.0,,Koning Albert II laan ,16.0,1000.0,Brussel,Bruxelles-Brussel, onthaal,,,,50.8596469,4.3567571
5590.0,,Square de Fré,2.0,1180.0,Bruxelles,Bruxelles-Brussel,hall d accueil,,,,50.8048155,4.3486177
5591.0,,Avenue Camille Joset ,8.0,1150.0,Bruxelles,Bruxelles-Brussel,hall salle de gym,,,,50.8314877,4.3971552
5592.0,,Avenue Hansen Soulie ,45.0,1150.0,Bruxelles,Bruxelles-Brussel,salle de gym,,,,,
5593.0,,Rue Chant d Oiseau ,45.0,1150.0,Bruxelles,Bruxelles-Brussel,hall sous sol,,,,,
5598.0,,Avenue Jean de la Hoese,80.0,1080.0,Bruxelles,Bruxelles-Brussel,local secretariat,,,,50.8595405,4.3149965
5613.0,,Birminghamstraat ,112.0,1070.0,Brussel,Bruxelles-Brussel,"1ste verd,fitness centrum",,,,,
5626.0,,Marsveldplein l),5.0,1000.0,Brussel,Bruxelles-Brussel,"19de verdiep, in eetzaal",,,,,
5627.0,,Kiekenmarkt,32.0,1000.0,Brussel,Bruxelles-Brussel,"1ste verd,fitness centrum",,,,,
5655.0,,Rue de la Cible ,5.0,1210.0,Bruxelles,Bruxelles-Brussel,"accueil de la maison, rez de ch",,,,50.85235,4.3831973
5670.0,,Avenue de Schiphol ,3.0,1140.0,Bruxelles,Bruxelles-Brussel,,,,,50.8742759,4.41371
5761.0,,Koningsstraat,80.0,1000.0,Brussel,Bruxelles-Brussel,,,,,,
5781.0,,Rue du Chimiste,37.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8461809,4.3340883
5782.0,,Rue Ropsy-Chaudron,7.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8430169,4.3293611
5783.0,,Rue Rossini,16.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5784.0,,Place du Conseil ,1.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8393236,4.329769119571866
5785.0,,Rue G. Moreau ,107.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5786.0,,Clos des Asters,6.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8160562,4.2803156
5787.0,,Rue Walcourt ,35.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5794.0,,Boulevard Louis Schmidt,1.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,50.8280726,4.4003453
5802.0,,Rue de Douvres ,80.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5803.0,,Rue E. Delcourt,12.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5804.0,,Rue des Fruits ,73.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5806.0,,Boulevard Théo Lambert,6.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8271806,4.2929933
5807.0,,Rue Démosthène ,40.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5808.0,,Vogelenzangstraat ,1.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8135962,4.2853044
5810.0,,Place Séverine ,1.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8365384,4.2780333
5811.0,,Rue A. Demunter ,23.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5812.0,,Avenue Van Kalck,20.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5813.0,,Rue Joseph II ,40.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5814.0,,Onafhankelijkheidstraat ,144.0,1080.0,Brussel,Bruxelles-Brussel,,,,,,
5844.0,,Boulevard de Waterloo ,2.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8333582,4.3450154
5848.0,,Rue Wayez 56,56.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5849.0,,Veeweydestraat,80.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5850.0,,Chaussée de Mons,722.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5851.0,,Rue Pierre Longin ,1.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8287297,4.2916175
5852.0,,Rue du Potaerdenbergh ,170.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5853.0,,Rue Jakob Smits,114.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
5855.0,,Avenue Victor et Jules Bertaux ,45.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8346349,4.3004772
5856.0,,Rue Van Winghen,1.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8193422,4.2961344
5872.0,,Avenue du Gros Tilleul ,41.0,1020.0,Bruxelles,Bruxelles-Brussel,,,,,50.8936757,4.3562037
5873.0,,Avenue des Communautés,12.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,50.8554393,4.4275498
5892.0,,Avenue Jules Bordet,1.0,1140.0,Bruxelles,Bruxelles-Brussel,,,,,50.8780296,4.410165
5913.0,,Place Royale,5.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8426092,4.3600073
5914.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5915.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5916.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5917.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5918.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5919.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5920.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5921.0,,Avenue Marnix ,24.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5922.0,,Rue Cours Saint Michel ,60.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
5923.0,,Rue Cours Saint Michel,60.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
5924.0,,Rue Cours Saint Michel ,60.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
5925.0,,Rue Cours Saint Michel,60.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
5926.0,,Rue Cours Saint Michel,60.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
5927.0,,Rue Cours Saint Michel,60.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
5967.0,,Rue du Bambou,9.0,1180.0,Bruxelles,Bruxelles-Brussel,,,,,50.8039124,4.3244683
5988.0,,Rue Royale ,150.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
5991.0,,Rue des Goujons ,28.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,,
5997.0,,Rue de l Abbaye,26.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,50.8193783,4.3703219
5998.0,,Rue des Goujons,28.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,,
5999.0,,Avenue Schaller,91.0,1160.0,Bruxelles,Bruxelles-Brussel,,,,,,
6015.0,,Birminghamstraat ,112.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
6016.0,,Avenue Marcel Thiry ,79.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,,
6023.0,,Kunstlaan ,1.0,1210.0,Brussel,Bruxelles-Brussel,,,,,50.8412234,4.3662597
6026.0,,Avenue Van Volxem ,388.0,1060.0,Brussel,Bruxelles-Brussel,,,,,,
6028.0,,Rue Vanderstichelen ,1.0,1080.0,Brussel,Bruxelles-Brussel,,,,,50.8656809,4.3392967
6031.0,,Rue Archimede ,1.0,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8439752,4.3838493
6034.0,,Rue des Palais ,1.0,1030.0,Bruxelles,Bruxelles-Brussel,,,,,50.8720781,4.3611639
6037.0,,Chaussée de Charleroi ,1.0,1060.0,Brussel,Bruxelles-Brussel,,,,,50.8332318,4.3571802
6039.0,,Kunstlaan ,1.0,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8412234,4.3662597
6041.0,,Elsensesteenweg ,23.0,1050.0,Brussel,Bruxelles-Brussel,,,,,,
6042.0,,Rue De Geneve ,512.0,1140.0,Brussel,Bruxelles-Brussel,,,,,50.8574857,4.4076242
6043.0,,Boulevard Emile Bockstael ,5.0,1020.0,Brussel,Bruxelles-Brussel,,,,,50.8782848,4.3480528
6048.0,,Rue Antoine Dansaert ,25.0,1000.0,Brussel,Bruxelles-Brussel,,,,,,
6049.0,,Rue Théodore Verhaegen ),14.0,1060.0,Brussel,Bruxelles-Brussel,,,,,50.8287379,4.3405839
6056.0,,Frans van Kalkenlaan,2.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8252604,4.3057368
6057.0,,Avenue du Boulevard ,21.0,1210.0,Brussel,Bruxelles-Brussel,,,,,,
6059.0,,Boulevard Léopold II ,272.0,1080.0,Brussel,Bruxelles-Brussel,,,,,,
6062.0,,Avenue Louise ,375.0,1050.0,Brussel,Bruxelles-Brussel,,,,,50.8165227,4.3721168
6063.0,,Rue St Michel ,29.0,1000.0,Brussel,Bruxelles-Brussel,,,,,,
6066.0,,Rue Ravenstein ,50.0,1000.0,Brussel,Bruxelles-Brussel,,,,,,
6072.0,,Neerstallesteenweg ,24.0,1190.0,Brussel,Bruxelles-Brussel,,,,,,
6074.0,,Avenue de la Reine ,193.0,1030.0,Bruxelles,Bruxelles-Brussel,,,,,,
6079.0,,Kortenberglaan ,29.0,1040.0,Brussel,Bruxelles-Brussel,,,,,,
6082.0,,Chaussée de Wavre,1210.0,1160.0,Brussel,Bruxelles-Brussel,,,,,,
6095.0,,Rue de l Etoile ,99.0,1180.0,Brussel,Bruxelles-Brussel,,,,,50.7959728,4.3213285
6103.0,,Avenue Georges Henri ,164.0,1200.0,Brussel,Bruxelles-Brussel,,,,,,
6106.0,,Avenue Louise ,1.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,50.8165227,4.3721168
6107.0,,Boulevard de l Humanité ,124.0,1190.0,Bruxelles,Bruxelles-Brussel,,,,,,
6108.0,,Chaussée de Nivelles ,124.0,1190.0,Bruxelles,Bruxelles-Brussel,,,,,,
6136.0,,Kattenberg ,19.0,1170.0,Bruxelles,Bruxelles-Brussel,,,,,,
6139.0,,Boulevard de Waterloo ),16.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8333582,4.3450154
6162.0,,Rue Ch. Malis,59.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,,
6165.0,,Prinses Elisabethplein ,5.0,1030.0,Bruxelles,Bruxelles-Brussel,,,,,50.87786285,4.380151764134743
6166.0,,Rue Moris,19.0,1060.0,Bruxelles,Bruxelles-Brussel,,,,,,
6201.0,,Rue Marché aux Herbes,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
6221.0,,Camille Vaneukemlaan ,34.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8324941,4.2906586
6222.0,,Rue Van Soust ,80.0,1070.0,Brussel,Bruxelles-Brussel,,,,,,
6223.0,,Olympische Dreef ,1.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.8205606,4.2765983
6227.0,,Avenue des Volontaires,110.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
6230.0,,Rue Reimond Stijns ,99.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.8572415,4.3152817
6231.0,,Avenue des Arts,41.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,,
6238.0,,Rue Charles Malis ,1.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.8557936,4.311756
6248.0,,Vilvoordselaan ,296.0,1000.0,Brussel,Bruxelles-Brussel,,,,,,
6250.0,,Rue des Colonies ,11.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
6255.0,,Avenue Jacques Brel,30.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,,
6281.0,,Rue du Loutrier,63.0,1170.0,Bruxelles,Bruxelles-Brussel,,,,,,
6283.0,,Rue Gray ,122.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,,
6285.0,,Avenue Brugman,384.0,1180.0,Brussel,Bruxelles-Brussel,,,,,,
6294.0,,Blekerijstraat,1.0,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8539329,4.3572626
6295.0,,Stormstraat ,2.0,1000.0,Brussel,Bruxelles-Brussel,,,,,50.848522,4.3576033
6296.0,,Warmoesberg,26.0,1000.0,Brussel,Bruxelles-Brussel,,,,,,
